model,mass_GeV,coupling_GeV_inv,coupling_squared_GeV_inv2,ctau_m,unit_coupling_ctau_m,yield_per_PoT_per_coupling_squared,N_LLP_total,epsilon_polar,epsilon_azimuthal,mean_P_decay,sum_P_decay,visible_Br,sampled_inside_volume,N_events,N_events_gt_3,N_events_gt_10,N_events_gt_30,N_events_gt_100,log10_N_events
ALP-photon-primary,2.0869695462021025,3.5111917342151277e-08,1.2328467394420636e-15,3.4682072471951386,4.275767996413862e-15,1.2144544969944305e-05,8.98341760092201,0.9102020358413873,0.97117,0.24276264847398138,23576.38013184765,0.9999999999999998,97117,1.927775765783102,,,,,
ALP-photon-primary,2.0869695462021025,4.151278002752295e-08,1.7233109056135084e-15,2.481135575992693,4.275767996413862e-15,1.2144544969944305e-05,12.55729607425122,0.9102020358413873,0.97005,0.2708051991076148,26269.45833943417,0.9999999999999998,97005,3.0025140937448604,,,,,
ALP-photon-primary,2.0869695462021025,4.908051271653861e-08,2.4088967285183085e-15,1.774990162838508,4.275767996413862e-15,1.2144544969944305e-05,17.55297278846539,0.9102020358413873,0.96895,0.28498347313996064,27613.473629896485,0.9999999999999998,96895,4.411736080903424,,,,,
ALP-photon-primary,2.0869695462021025,5.802783448666185e-08,3.367229575211422e-15,1.269817783702911,4.275767996413862e-15,1.2144544969944305e-05,24.536082600168942,0.9102020358413873,0.96735,0.2797917082268417,27065.650895323528,0.9999999999999998,96735,6.044515608364652,,,,,
ALP-photon-primary,2.0869695462021025,6.860624286177782e-08,4.70681655960924e-15,0.9084203606118094,4.275767996413862e-15,1.2144544969944305e-05,34.29728722407177,0.9102020358413873,0.96555,0.2530636276752387,24434.558570182675,0.9999999999999998,96555,7.627848707915381,,,,,
ALP-photon-primary,2.0869695462021025,8.111308307896873e-08,6.5793322465756826e-15,0.6498787165884886,4.275767996413862e-15,1.2144544969944305e-05,47.94179780444584,0.9102020358413873,0.96382,0.20823125448819066,20069.744770080793,0.9999999999999998,96382,8.757778724104789,,,,,
ALP-photon-primary,2.0869695462021025,9.589990607459971e-08,9.196791985117045e-15,0.464919507077385,4.275767996413862e-15,1.2144544969944305e-05,67.01451230548639,0.9102020358413873,0.96176,0.15400454095347968,14811.54073074186,0.9999999999999998,96176,9.03455780880604,,,,,
ALP-photon-primary,2.0869695462021025,1.1338235012178497e-07,1.2855557319139032e-14,0.33260074925325916,4.275767996413862e-15,1.2144544969944305e-05,93.67493638558838,0.9102020358413873,0.9597,0.10108261912280192,9700.8989572153,0.9999999999999998,95970,8.271288906080574,,,,,
ALP-photon-primary,2.0869695462021025,1.3405182387914728e-07,1.796989148532592e-14,0.23794066869604763,4.275767996413862e-15,1.2144544969944305e-05,130.94169314913594,0.9102020358413873,0.95786,0.058046782534793936,5560.069111877772,0.9999999999999998,95786,6.62667916973866,,,,,
ALP-photon-primary,2.0869695462021025,1.584893192461111e-07,2.511886431509572e-14,0.1702213898995524,4.275767996413862e-15,1.2144544969944305e-05,183.03430636116553,0.9102020358413873,0.9559,0.028659150327674535,2739.5281798224087,0.9999999999999998,95590,4.56400458892274,,,,,
ALP-photon-primary,2.0869695462021025,1.873817422860383e-07,3.5111917342151274e-14,0.12177540618896575,4.275767996413862e-15,1.2144544969944305e-05,255.85095548563407,0.9102020358413873,0.95429,0.011852971544341503,1131.1172215049653,0.9999999999999998,95429,2.6341012256998035,,,,,
ALP-photon-primary,2.0869695462021025,2.215412212581185e-07,4.908051271653861e-14,0.08711742725892635,4.275767996413862e-15,1.2144544969944305e-05,357.63629630035587,0.9102020358413873,0.95272,0.003952041391476391,376.5188874487387,0.9999999999999998,95272,1.2256491206281754,,,,,
ALP-photon-primary,2.0869695462021025,2.6192793448156273e-07,6.860624286177782e-14,0.06232330788071758,4.275767996413862e-15,1.2144544969944305e-05,499.91496099226873,0.9102020358413873,0.9516,0.0010009613706169253,95.2514840279066,0.9999999999999998,95160,0.4334167461961327,,,,,
ALP-photon-primary,2.0869695462021025,3.096770996935348e-07,9.58999060745995e-14,0.044585737060970514,4.275767996413862e-15,1.2144544969944305e-05,698.7964331618452,0.9102020358413873,0.95102,0.00017630734801608774,16.767181411025977,0.9999999999999998,95102,0.1066469759637832,,,,,
ALP-photon-primary,2.0869695462021025,3.6613088353640324e-07,1.3405182387914726e-13,0.03189638061372911,4.275767996413862e-15,1.2144544969944305e-05,976.7990420420147,0.9102020358413873,0.95083,1.904082952348035e-05,1.810459193581082,0.9999999999999998,95083,0.016096511646656795,,,,,
ALP-photon-primary,2.0869695462021025,4.3287612810830616e-07,1.873817422860387e-13,0.022818487779278366,4.275767996413862e-15,1.2144544969944305e-05,1365.3995974435868,0.9102020358413873,0.95081,1.0588524170727006e-06,0.10067674666768944,0.9999999999999998,95081,0.0012512000298126695,,,,,
ALP-photon-primary,2.0869695462021025,5.117889550210738e-07,2.6192793448156276e-13,0.016324215303254855,4.275767996413862e-15,1.2144544969944305e-05,1908.5973475175788,0.9102020358413873,0.95081,2.3793754794193304e-08,0.0022623339995866934,0.9999999999999998,95081,3.9301474178995773e-05,,,,,
ALP-photon-primary,2.0869695462021025,6.050875007272935e-07,3.661308835364024e-13,0.011678250015718069,4.275767996413862e-15,1.2144544969944305e-05,2667.895787995968,0.9102020358413873,0.95081,1.5338063904122413e-10,1.4583584540678632e-05,0.9999999999999998,95081,3.5413670936882985e-07,,,,,
ALP-photon-primary,2.0869695462021025,7.153942654376493e-07,5.117889550210738e-13,0.008354553091591825,4.275767996413862e-15,1.2144544969944305e-05,3729.2663876245406,0.9102020358413873,0.95081,1.7339485720601759e-13,1.6486556418005358e-08,0.9999999999999998,95081,5.596173395587043e-10,,,,,
ALP-photon-primary,2.0869695462021025,8.458098281751346e-07,7.153942654376507e-13,0.005976799372019164,4.275767996413862e-15,1.2144544969944305e-05,5212.882696708693,0.9102020358413873,0.95081,1.702554151484047e-17,1.6188055127725468e-12,0.9999999999999998,95081,7.680870263039021e-14,,,,,
ALP-photon-primary,2.0869695462021025,1e-06,1e-12,0.004275767996413862,4.275767996413862e-15,1.2144544969944305e-05,7286.726981966583,0.9102020358413873,0.95081,5.446337359984314e-23,5.178432025246686e-18,0.9999999999999998,95081,3.4345400114152556e-19,,,,,
ALP-photon-primary,2.0869695462021025,1.1822988651687062e-06,1.3978306065792105e-12,0.00305885990497631,4.275767996413862e-15,1.2144544969944305e-05,10185.609997179448,0.9102020358413873,0.95081,1.473689042184014e-30,1.4011982781989825e-25,0.9999999999999998,95081,1.2990457330800177e-26,,,,,
ALP-photon-primary,2.0869695462021025,1.3978306065792132e-06,1.9539304046896114e-12,0.002188290834797201,4.275767996413862e-15,1.2144544969944305e-05,14237.757400736677,0.9102020358413873,0.95081,5.227755891209309e-41,4.9706025789207226e-36,0.9999999999999998,95081,6.441521074897736e-37,,,,,
ALP-photon-primary,2.0869695462021025,1.6526535398566878e-06,2.731263722800841e-12,0.0015654907143236873,4.275767996413862e-15,1.2144544969944305e-05,19901.973063799385,0.9102020358413873,0.95081,1.7552866207432562e-55,1.6689440718688954e-50,0.9999999999999998,95081,3.02326154436577e-51,,,,,
ALP-photon-primary,2.0869695462021025,1.9539304046896112e-06,3.817844026370508e-12,0.0011199430796230527,4.275767996413862e-15,1.2144544969944305e-05,27819.587079893918,0.9102020358413873,0.95081,1.3255622839962652e-75,1.260357875246489e-70,0.9999999999999998,95081,3.191408236174456e-71,,,,,
ALP-photon-primary,2.0869695462021025,2.310129700083158e-06,5.336699231206303e-12,0.0008012008567789142,4.275767996413862e-15,1.2144544969944305e-05,38887.07028267129,0.9102020358413873,0.95081,1.1714428051826312e-103,1.1138195335956976e-98,0.9999999999999998,95081,3.942374323594312e-99,,,,,
ALP-photon-primary,2.0869695462021025,2.7312637228008467e-06,7.45980152348794e-12,0.0005731744984033655,4.275767996413862e-15,1.2144544969944305e-05,54357.537041314994,0.9102020358413873,0.95081,8.031529263823768e-143,7.636458339336276e-138,0.9999999999999998,95081,3.778240159001561e-138,,,,,
ALP-photon-primary,2.0869695462021025,3.2291699999438967e-06,1.0427538888537665e-11,0.0004100457492528696,4.275767996413862e-15,1.2144544969944305e-05,75982.62897461324,0.9102020358413873,0.95081,1.5971968191605787e-197,1.5186307076260699e-192,0.9999999999999998,95081,1.0502780660792577e-192,,,,,
ALP-photon-primary,2.0869695462021025,3.817844026370508e-06,1.457593300969297e-11,0.0002933443775825865,4.275767996413862e-15,1.2144544969944305e-05,106210.84434906716,0.9102020358413873,0.95081,6.014669679641896e-274,5.718808078100311e-269,0.9999999999999998,95081,5.528562019830597e-269,,,,,
ALP-photon-primary,2.0869695462021025,4.513832659768975e-06,2.0374685280397063e-11,0.00020985688552095934,4.275767996413862e-15,1.2144544969944305e-05,148464.76898174666,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,5.336699231206302e-06,2.8480358684357936e-11,0.00015013041246429988,4.275767996413862e-15,1.2144544969944305e-05,207528.59808139727,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,6.30957344480193e-06,3.981071705534969e-11,0.00010740243614474892,4.275767996413862e-15,1.2144544969944305e-05,290089.8261386538,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,7.4598015234879255e-06,5.5648638769832774e-11,7.683508691198685e-05,4.275767996413862e-15,1.2144544969944305e-05,405496.4376338521,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,8.819714875603578e-06,7.778737048694305e-11,5.496738056123865e-05,4.275767996413862e-15,1.2144544969944305e-05,566815.3313834389,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,1.0427538888537665e-05,1.0873356727196533e-10,3.932334883963914e-05,4.275767996413862e-15,1.2144544969944305e-05,792311.8184861083,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,1.2328467394420658e-05,1.519911082952933e-10,2.8131698257682024e-05,4.275767996413862e-15,1.2144544969944305e-05,1107517.7098343186,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,1.4575933009692941e-05,2.124578231030563e-10,2.0125255610568066e-05,4.275767996413862e-15,1.2144544969944305e-05,1548122.1521349237,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,1.7233109056135083e-05,2.9698004774064503e-10,1.4397492454267241e-05,4.275767996413862e-15,1.2144544969944305e-05,2164012.5269774823,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,2.037468528039706e-05,4.151278002752286e-10,1.0299883538464636e-05,4.275767996413862e-15,1.2144544969944305e-05,3024922.943229943,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,2.4088967285183036e-05,5.802783448666185e-10,7.368477618093228e-06,4.275767996413862e-15,1.2144544969944305e-05,4228329.872590499,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,2.848035868435799e-05,8.111308307896856e-10,5.271366632989575e-06,4.275767996413862e-15,1.2144544969944305e-05,5910488.9106201725,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,3.3672295752114224e-05,1.1338235012178495e-09,3.771105460260105e-06,4.275767996413862e-15,1.2144544969944305e-05,8261862.299111925,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,3.9810717055349695e-05,1.5848931924611111e-09,2.697827220630691e-06,4.275767996413862e-15,1.2144544969944305e-05,11548683.989041535,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,4.706816559609249e-05,2.215412212581185e-09,1.9300101227807846e-06,4.275767996413862e-15,1.2144544969944305e-05,16143103.945593607,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,5.564863876983289e-05,3.0967709969353485e-09,1.3807181740739894e-06,4.275767996413862e-15,1.2144544969944305e-05,22565324.78034036,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,6.579332246575683e-05,4.328761281083062e-09,9.87757863918072e-07,4.275767996413862e-15,1.2144544969944305e-05,31542501.62536018,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,7.778737048694304e-05,6.0508750072729365e-09,7.066363114879321e-07,4.275767996413862e-15,1.2144544969944305e-05,44091074.18000295,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,9.196791985117045e-05,8.45809828175131e-09,5.055235649884803e-07,4.275767996413862e-15,1.2144544969944305e-05,61631852.965762466,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.00010873356727196557,1.1822988651687063e-08,3.6164865943635476e-07,4.275767996413862e-15,1.2144544969944305e-05,86150890.41573283,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.00012855557319139005,1.6526535398566844e-08,2.587213770639822e-07,4.275767996413862e-15,1.2144544969944305e-05,120424351.40716287,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0001519911082952933,2.310129700083158e-08,1.8508778949770425e-07,4.275767996413862e-15,1.2144544969944305e-05,168332844.17438316,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0001796989148532592,3.22916999994389e-08,1.3241074320918866e-07,4.275767996413862e-15,1.2144544969944305e-05,235300801.67948171,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.00021245782310305673,4.513832659768975e-08,9.472588637419055e-08,4.275767996413862e-15,1.2144544969944305e-05,328910662.3402058,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0002511886431509577,6.309573444801916e-08,6.776635590059442e-08,4.275767996413862e-15,1.2144544969944305e-05,459761390.6493797,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.000296980047740645,8.819714875603579e-08,4.8479662400891945e-08,4.275767996413862e-15,1.2144544969944305e-05,642668543.5731264,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0003511191734215127,1.2328467394420633e-07,3.4682072471951395e-08,4.275767996413862e-15,1.2144544969944305e-05,898341760.0922008,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0004151278002752295,1.7233109056135083e-07,2.4811355759926935e-08,4.275767996413862e-15,1.2144544969944305e-05,1255729607.4251218,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0004908051271653851,2.408896728518298e-07,1.7749901628385158e-08,4.275767996413862e-15,1.2144544969944305e-05,1755297278.8465314,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0005802783448666185,3.367229575211422e-07,1.2698177837029108e-08,4.275767996413862e-15,1.2144544969944305e-05,2453608260.0168943,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0006860624286177782,4.70681655960924e-07,9.084203606118095e-09,4.275767996413862e-15,1.2144544969944305e-05,3429728722.407177,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0008111308307896872,6.579332246575682e-07,6.498787165884886e-09,4.275767996413862e-15,1.2144544969944305e-05,4794179780.444584,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.000958999060745997,9.196791985117043e-07,4.649195070773851e-09,4.275767996413862e-15,1.2144544969944305e-05,6701451230.548637,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0011338235012178473,1.2855557319138978e-06,3.3260074925326057e-09,4.275767996413862e-15,1.2144544969944305e-05,9367493638.558798,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0013405182387914729,1.7969891485325922e-06,2.379406686960476e-09,4.275767996413862e-15,1.2144544969944305e-05,13094169314.913595,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0015848931924611108,2.5118864315095717e-06,1.7022138989955242e-09,4.275767996413862e-15,1.2144544969944305e-05,18303430636.11655,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.001873817422860383,3.5111917342151275e-06,1.2177540618896575e-09,4.275767996413862e-15,1.2144544969944305e-05,25585095548.563408,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0022154122125811805,4.908051271653841e-06,8.71174272589267e-10,4.275767996413862e-15,1.2144544969944305e-05,35763629630.035446,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0026192793448156274,6.860624286177782e-06,6.232330788071758e-10,4.275767996413862e-15,1.2144544969944305e-05,49991496099.226875,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.003096770996935348,9.58999060745995e-06,4.4585737060970513e-10,4.275767996413862e-15,1.2144544969944305e-05,69879643316.18452,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0036613088353640326,1.340518238791473e-05,3.1896380613729103e-10,4.275767996413862e-15,1.2144544969944305e-05,97679904204.20149,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.004328761281083053,1.8738174228603796e-05,2.2818487779278455e-10,4.275767996413862e-15,1.2144544969944305e-05,136539959744.35814,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0051178895502107385,2.6192793448156274e-05,1.6324215303254857e-10,4.275767996413862e-15,1.2144544969944305e-05,190859734751.75784,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.0060508750072729356,3.661308835364025e-05,1.1678250015718066e-10,4.275767996413862e-15,1.2144544969944305e-05,266789578799.59686,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.007153942654376493,5.117889550210738e-05,8.354553091591825e-11,4.275767996413862e-15,1.2144544969944305e-05,372926638762.45404,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.00845809828175133,7.15394265437648e-05,5.976799372019187e-11,4.275767996413862e-15,1.2144544969944305e-05,521288269670.8673,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0869695462021025,0.01,0.0001,4.275767996413862e-11,4.275767996413862e-15,1.2144544969944305e-05,728672698196.6583,0.9102020358413873,0.95081,0.0,0.0,0.9999999999999998,95081,0.0,,,,,
ALP-photon-primary,2.0907457197224617,1e-10,1e-20,425259.6066880302,4.252596066880303e-15,1.206327129393333e-05,7.237962776359999e-05,0.9106406608356774,0.97433,4.105236288429586e-06,0.3999854872905598,0.9999999999999998,97433,2.636377626380669e-10,False,False,False,False,-9.578992382656446
ALP-photon-primary,2.0907457197224617,1.1822988651687062e-10,1.3978306065792105e-20,304228.28394688765,4.252596066880303e-15,1.206327129393333e-05,0.0001011744589807,0.9106406608356774,0.97433,5.738407123135579e-06,0.5591102212284689,0.9999999999999998,97433,5.15128241638914e-10,False,False,False,False,-9.28808463949679
ALP-photon-primary,2.0907457197224617,1.3978306065792104e-10,1.9539304046896035e-20,217643.16971954072,4.252596066880303e-15,1.206327129393333e-05,0.0001414247553674,0.9106406608356774,0.97433,8.02128631424591e-06,0.7815379894559218,0.9999999999999998,97433,1.0065203674744835e-09,False,False,False,False,-8.99717743250679
ALP-photon-primary,2.0907457197224617,1.6526535398566908e-10,2.731263722800852e-20,155700.67552903155,4.252596066880303e-15,1.206327129393333e-05,0.0001976878515805,0.9106406608356774,0.97433,1.1212331526904222e-05,1.092451097660859,0.9999999999999998,97433,1.966658823881953e-09,False,False,False,False,-8.706270974985102
ALP-photon-primary,2.0907457197224617,1.9539304046896103e-10,3.817844026370508e-20,111387.37039823752,4.252596066880303e-15,1.206327129393333e-05,0.0002763341294881,0.9106406608356774,0.97433,1.567280733883181e-05,1.5270486374443997,0.9999999999999998,97433,3.8426819015837676e-09,False,False,False,False,-8.4153655650815
ALP-photon-primary,2.0907457197224617,2.3101297000831576e-10,5.336699231206302e-20,79685.88602507865,4.252596066880303e-15,1.206327129393333e-05,0.000386268303841,0.9106406608356774,0.97433,2.1907670232983475e-05,2.134530033810279,0.9999999999999998,97433,7.50824404737485e-09,False,False,False,False,-8.124461619547537
ALP-photon-primary,2.0907457197224617,2.731263722800841e-10,7.459801523487911e-20,57006.82589865951,4.252596066880303e-15,1.206327129393333e-05,0.0005399376574603,0.9106406608356774,0.97433,3.062270482933081e-05,2.983661999636189,0.9999999999999998,97433,1.4670343375127174e-08,False,False,False,False,-7.833559720909429
ALP-photon-primary,2.0907457197224617,3.2291699999439035e-10,1.042753888853771e-19,40782.356338703226,4.252596066880303e-15,1.206327129393333e-05,0.0007547413832428,0.9106406608356774,0.97433,4.280436318547546e-05,4.170557518250431,0.9999999999999998,97433,2.8664166419100012e-08,False,False,False,False,-7.542660683397381
ALP-photon-primary,2.0907457197224617,3.8178440263705076e-10,1.4575933009692972e-19,29175.46385574312,4.252596066880303e-15,1.206327129393333e-05,0.0010550006055487,0.9106406608356774,0.97433,5.9831312944914e-05,5.829544314161805,0.9999999999999998,97433,5.6005974060114666e-08,False,False,False,False,-7.251765645083765
ALP-photon-primary,2.0907457197224617,4.5138326597689747e-10,2.037468528039706e-19,20871.95953388208,4.252596066880303e-15,1.206327129393333e-05,0.0014747121363956,0.9106406608356774,0.97433,8.363025791436198e-05,8.14834691937003,0.9999999999999998,97433,1.0942682624346257e-07,False,False,False,False,-6.9608761966377175
ALP-photon-primary,2.0907457197224617,5.336699231206302e-10,2.8480358684357935e-19,14931.68015898594,4.252596066880303e-15,1.206327129393333e-05,0.0020613977601476,0.9106406608356774,0.97433,0.0001168935440666,11.3892886790496,0.9999999999999998,97433,2.1379888638801786e-07,False,False,False,False,-6.669994561226392
ALP-photon-primary,2.0907457197224617,6.30957344480194e-10,3.9810717055349853e-19,10682.038359087604,4.252596066880303e-15,1.206327129393333e-05,0.0028814848814682,0.9106406608356774,0.97433,0.0001633829359797,15.918889601310548,0.9999999999999998,97433,4.17711232794806e-07,False,False,False,False,-6.379123845838045
ALP-photon-primary,2.0907457197224617,7.45980152348794e-10,5.564863876983301e-19,7641.868985276284,4.252596066880303e-15,1.206327129393333e-05,0.0040278277597115,0.9106406608356774,0.97433,0.0002283534640579,22.24916306356169,0.9999999999999998,97433,8.160778825331505e-07,False,False,False,False,-6.08826839229965
ALP-photon-primary,2.0907457197224617,8.819714875603575e-10,7.77873704869431e-19,5466.949249292493,4.252596066880303e-15,1.206327129393333e-05,0.0056302209205541,0.9106406608356774,0.97433,0.0003191443671407,31.0951931236292,0.9999999999999998,97433,1.594284165272729e-06,False,False,False,False,-5.797434267374778
ALP-photon-primary,2.0907457197224617,1.042753888853766e-09,1.0873356727196534e-18,3911.02414238252,4.252596066880303e-15,1.206327129393333e-05,0.0078700951245532,0.9106406608356774,0.97433,0.0004460021566698,43.45532813081754,0.9999999999999998,97433,3.114368895594388e-06,False,False,False,False,-5.506629946735045
ALP-photon-primary,2.0907457197224617,1.2328467394420635e-09,1.519911082952927e-18,2797.9242434486605,4.252596066880303e-15,1.206327129393333e-05,0.0110010598417903,0.9106406608356774,0.97433,0.000623225322735,60.72271287004838,0.9999999999999998,97433,6.083208907500795e-06,False,False,False,False,-5.215867268886914
ALP-photon-primary,2.0907457197224617,1.457593300969297e-09,2.124578231030572e-18,2001.6189588921327,4.252596066880303e-15,1.206327129393333e-05,0.015377618151664,0.9106406608356774,0.97433,0.000870753141916,84.84009087630253,0.9999999999999998,97433,1.1880568853233217e-05,False,False,False,False,-4.925162764413275
ALP-photon-primary,2.0907457197224617,1.723310905613508e-09,2.9698004774064497e-18,1431.9467247827129,4.252596066880303e-15,1.206327129393333e-05,0.021495305308684,0.9106406608356774,0.97433,0.001216364574592,118.51404959623092,0.9999999999999998,97433,2.3198531490008234e-05,False,False,False,False,-4.634539505883733
ALP-photon-primary,2.0907457197224617,2.037468528039706e-09,4.151278002752286e-18,1024.4064753217788,4.252596066880303e-15,1.206327129393333e-05,0.0300467956582431,0.9106406608356774,0.97433,0.0016987092270409,165.5103361182836,0.9999999999999998,97433,4.528666318024099e-05,False,False,False,False,-4.34402967789942
ALP-photon-primary,2.0907457197224617,2.408896728518308e-09,5.802783448666209e-18,732.8545179223906,4.252596066880303e-15,1.206327129393333e-05,0.0420003306007239,0.9106406608356774,0.97432,0.0023714046037315,231.05069335076885,0.9999999999999998,97432,8.837044115104708e-05,False,False,False,False,-4.053692976974532
ALP-photon-primary,2.0907457197224617,2.848035868435804e-09,8.111308307896889e-18,524.2799195217524,4.252596066880303e-15,1.206327129393333e-05,0.0587093476001372,0.9106406608356774,0.97431,0.0033088288296541,322.3825017020382,0.9999999999999998,97431,0.000172355740829,False,False,False,False,-3.7635742465244766
ALP-photon-primary,2.0907457197224617,3.367229575211422e-09,1.1338235012178496e-17,375.06684790997474,4.252596066880303e-15,1.206327129393333e-05,0.0820657229677696,0.9106406608356774,0.9743,0.0046136182793196,449.5048289541159,0.9999999999999998,97430,0.0003359256757505,False,False,False,False,-3.473756800532837
ALP-photon-primary,2.0907457197224617,3.981071705534969e-09,1.584893192461111e-17,268.32067215057145,4.252596066880303e-15,1.206327129393333e-05,0.1147139793153988,0.9106406608356774,0.97429,0.0064265276195609,626.130159446206,0.9999999999999998,97429,0.0006540756879479,False,False,False,False,-3.1843719933329484
ALP-photon-primary,2.0907457197224617,4.7068165596092395e-09,2.215412212581176e-17,191.9550701548948,4.252596066880303e-15,1.206327129393333e-05,0.1603507112895589,0.9106406608356774,0.97425,0.008937968863392,870.7816165159663,0.9999999999999998,97425,0.0012715316670524,False,False,False,False,-2.895672819401085
